,Imgdata,Price,Rating,Title
281,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
282,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
283,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
284,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
285,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
286,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
287,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
288,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
289,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
290,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
291,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
292,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
293,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
294,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
295,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
296,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
297,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
298,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
299,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
300,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
301,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
302,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
303,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
304,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
305,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
306,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
307,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
308,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
309,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
310,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
311,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
312,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
313,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
314,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
315,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
316,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
317,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
318,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
319,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
320,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
321,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
322,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
323,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
324,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
325,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
326,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
327,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
328,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
329,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
330,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
331,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
332,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
333,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
334,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
335,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
336,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
337,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
338,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
339,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
340,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
341,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
342,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
343,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
344,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
345,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
346,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
347,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
348,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
349,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
350,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
351,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
352,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
353,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
354,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
355,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
356,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
357,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
358,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
359,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
360,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
361,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
362,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
363,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
364,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
365,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
366,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
367,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
368,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
369,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
370,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
371,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
372,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
373,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
374,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
375,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
376,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
377,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
378,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
379,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
380,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
381,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
382,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
383,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
384,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
385,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
386,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
387,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
388,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
389,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
390,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
391,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
392,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
393,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
394,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
395,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
396,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
397,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
398,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
399,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
400,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
401,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
402,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
403,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
404,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
405,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
406,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
407,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
408,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
409,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
410,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
411,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
412,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
413,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
414,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
415,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
416,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
417,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
418,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
419,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
420,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
421,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
